1.000000e+03	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.995422e+02	1	2.236068e-02	2.000000e-02	1.000000e-02	0.000000e+00
9.981320e+02	1	4.472136e-02	4.000000e-02	2.000000e-02	0.000000e+00
9.957577e+02	1	6.708204e-02	6.000000e-02	3.000000e-02	0.000000e+00
9.926619e+02	1	8.944272e-02	8.000000e-02	4.000000e-02	0.000000e+00
9.886064e+02	1	1.118034e-01	1.000000e-01	5.000000e-02	0.000000e+00
9.837444e+02	1	1.341641e-01	1.200000e-01	6.000000e-02	0.000000e+00
9.779393e+02	1	1.565248e-01	1.400000e-01	7.000000e-02	0.000000e+00
9.713444e+02	1	1.788854e-01	1.600000e-01	8.000000e-02	0.000000e+00
9.639224e+02	1	2.012461e-01	1.800000e-01	9.000000e-02	0.000000e+00
9.558517e+02	1	2.236068e-01	2.000000e-01	1.000000e-01	0.000000e+00
9.470585e+02	1	2.459675e-01	2.200000e-01	1.100000e-01	0.000000e+00
9.375848e+02	1	2.683282e-01	2.400000e-01	1.200000e-01	0.000000e+00
9.275422e+02	1	2.906888e-01	2.600000e-01	1.300000e-01	0.000000e+00
9.168418e+02	1	3.130495e-01	2.800000e-01	1.400000e-01	0.000000e+00
9.056585e+02	1	3.354102e-01	3.000000e-01	1.500000e-01	0.000000e+00
8.940808e+02	1	3.577709e-01	3.200000e-01	1.600000e-01	0.000000e+00
8.819059e+02	1	3.801316e-01	3.400000e-01	1.700000e-01	0.000000e+00
8.695003e+02	1	4.024923e-01	3.600000e-01	1.800000e-01	0.000000e+00
8.567312e+02	1	4.248529e-01	3.800000e-01	1.900000e-01	0.000000e+00
8.436036e+02	1	4.472136e-01	4.000000e-01	2.000000e-01	0.000000e+00
8.303465e+02	1	4.695743e-01	4.200000e-01	2.100000e-01	0.000000e+00
8.168410e+02	1	4.919350e-01	4.400000e-01	2.200000e-01	0.000000e+00
8.033236e+02	1	5.142956e-01	4.600000e-01	2.300000e-01	0.000000e+00
7.895779e+02	1	5.366563e-01	4.800000e-01	2.400000e-01	0.000000e+00
7.757973e+02	1	5.590170e-01	5.000000e-01	2.500000e-01	0.000000e+00
7.620866e+02	1	5.813776e-01	5.200000e-01	2.600000e-01	0.000000e+00
7.484210e+02	1	6.037384e-01	5.400000e-01	2.700000e-01	0.000000e+00
7.347319e+02	1	6.260991e-01	5.600000e-01	2.800000e-01	0.000000e+00
7.212129e+02	1	6.484597e-01	5.800000e-01	2.900000e-01	0.000000e+00
7.078079e+02	1	6.708204e-01	6.000000e-01	3.000000e-01	0.000000e+00
6.945810e+02	1	6.931811e-01	6.200000e-01	3.100000e-01	0.000000e+00
6.815571e+02	1	7.155417e-01	6.400000e-01	3.200000e-01	0.000000e+00
6.686995e+02	1	7.379025e-01	6.600000e-01	3.300000e-01	0.000000e+00
6.560990e+02	1	7.602631e-01	6.800000e-01	3.400000e-01	0.000000e+00
6.437444e+02	1	7.826238e-01	7.000000e-01	3.500000e-01	0.000000e+00
6.316594e+02	1	8.049845e-01	7.200000e-01	3.600000e-01	0.000000e+00
6.197920e+02	1	8.273451e-01	7.400000e-01	3.700000e-01	0.000000e+00
6.082434e+02	1	8.497058e-01	7.600000e-01	3.800000e-01	0.000000e+00
5.969909e+02	1	8.720665e-01	7.800000e-01	3.900000e-01	0.000000e+00
5.860434e+02	1	8.944272e-01	8.000000e-01	4.000000e-01	0.000000e+00
5.753592e+02	1	9.167879e-01	8.200000e-01	4.100000e-01	0.000000e+00
5.650059e+02	1	9.391485e-01	8.400000e-01	4.200000e-01	0.000000e+00
5.549100e+02	1	9.615092e-01	8.600000e-01	4.300000e-01	0.000000e+00
5.451362e+02	1	9.838699e-01	8.800000e-01	4.400000e-01	0.000000e+00
5.356415e+02	1	1.006231e+00	9.000000e-01	4.500000e-01	0.000000e+00
5.264744e+02	1	1.028591e+00	9.200000e-01	4.600000e-01	0.000000e+00
5.175264e+02	1	1.050952e+00	9.400000e-01	4.700000e-01	0.000000e+00
5.089162e+02	1	1.073313e+00	9.600000e-01	4.800000e-01	0.000000e+00
5.005180e+02	1	1.095673e+00	9.800000e-01	4.900000e-01	0.000000e+00
4.924319e+02	1	1.118034e+00	1.000000e+00	5.000000e-01	0.000000e+00
4.845696e+02	1	1.140395e+00	1.020000e+00	5.100000e-01	0.000000e+00
4.769058e+02	1	1.162755e+00	1.040000e+00	5.200000e-01	0.000000e+00
4.695616e+02	1	1.185116e+00	1.060000e+00	5.300000e-01	0.000000e+00
4.624426e+02	1	1.207477e+00	1.080000e+00	5.400000e-01	0.000000e+00
4.554860e+02	1	1.229837e+00	1.100000e+00	5.500000e-01	0.000000e+00
4.487524e+02	1	1.252198e+00	1.120000e+00	5.600000e-01	0.000000e+00
4.422075e+02	1	1.274559e+00	1.140000e+00	5.700000e-01	0.000000e+00
4.358972e+02	1	1.296919e+00	1.160000e+00	5.800000e-01	0.000000e+00
4.297053e+02	1	1.319280e+00	1.180000e+00	5.900000e-01	0.000000e+00
4.237480e+02	1	1.341641e+00	1.200000e+00	6.000000e-01	0.000000e+00
4.179233e+02	1	1.364002e+00	1.220000e+00	6.100000e-01	0.000000e+00
4.122909e+02	1	1.386362e+00	1.240000e+00	6.200000e-01	0.000000e+00
4.068115e+02	1	1.408723e+00	1.260000e+00	6.300000e-01	0.000000e+00
4.014711e+02	1	1.431083e+00	1.280000e+00	6.400000e-01	0.000000e+00
3.962507e+02	1	1.453444e+00	1.300000e+00	6.500000e-01	0.000000e+00
3.912089e+02	1	1.475805e+00	1.320000e+00	6.600000e-01	0.000000e+00
3.862526e+02	1	1.498166e+00	1.340000e+00	6.700000e-01	0.000000e+00
3.815133e+02	1	1.520526e+00	1.360000e+00	6.800000e-01	0.000000e+00
3.767995e+02	1	1.542887e+00	1.380000e+00	6.900000e-01	0.000000e+00
3.722785e+02	1	1.565248e+00	1.400000e+00	7.000000e-01	0.000000e+00
3.678635e+02	1	1.587608e+00	1.420000e+00	7.100000e-01	0.000000e+00
3.635762e+02	1	1.609969e+00	1.440000e+00	7.200000e-01	0.000000e+00
3.594242e+02	1	1.632330e+00	1.460000e+00	7.300000e-01	0.000000e+00
3.553382e+02	1	1.654690e+00	1.480000e+00	7.400000e-01	0.000000e+00
3.514582e+02	1	1.677051e+00	1.500000e+00	7.500000e-01	0.000000e+00
3.476328e+02	1	1.699412e+00	1.520000e+00	7.600000e-01	0.000000e+00
3.439344e+02	1	1.721772e+00	1.540000e+00	7.700000e-01	0.000000e+00
3.403803e+02	1	1.744133e+00	1.560000e+00	7.800000e-01	0.000000e+00
3.369868e+02	1	1.766494e+00	1.580000e+00	7.900000e-01	0.000000e+00
3.336831e+02	1	1.788854e+00	1.600000e+00	8.000000e-01	0.000000e+00
3.305480e+02	1	1.811215e+00	1.620000e+00	8.100000e-01	0.000000e+00
3.274970e+02	1	1.833576e+00	1.640000e+00	8.200000e-01	0.000000e+00
3.246078e+02	1	1.855936e+00	1.660000e+00	8.300000e-01	0.000000e+00
3.218818e+02	1	1.878297e+00	1.680000e+00	8.400000e-01	0.000000e+00
3.193198e+02	1	1.900658e+00	1.700000e+00	8.500000e-01	0.000000e+00
3.168640e+02	1	1.923018e+00	1.720000e+00	8.600000e-01	0.000000e+00
3.145800e+02	1	1.945379e+00	1.740000e+00	8.700000e-01	0.000000e+00
3.124458e+02	1	1.967740e+00	1.760000e+00	8.800000e-01	0.000000e+00
3.104732e+02	1	1.990101e+00	1.780000e+00	8.900000e-01	0.000000e+00
3.086967e+02	1	2.012461e+00	1.800000e+00	9.000000e-01	0.000000e+00
3.070669e+02	1	2.034822e+00	1.820000e+00	9.100000e-01	0.000000e+00
3.055697e+02	1	2.057183e+00	1.840000e+00	9.200000e-01	0.000000e+00
3.042835e+02	1	2.079543e+00	1.860000e+00	9.300000e-01	0.000000e+00
3.031428e+02	1	2.101904e+00	1.880000e+00	9.400000e-01	0.000000e+00
3.021854e+02	1	2.124264e+00	1.900000e+00	9.500000e-01	0.000000e+00
3.014221e+02	1	2.146625e+00	1.920000e+00	9.600000e-01	0.000000e+00
3.008088e+02	1	2.168986e+00	1.940000e+00	9.700000e-01	0.000000e+00
3.003590e+02	1	2.191347e+00	1.960000e+00	9.800000e-01	0.000000e+00
3.000863e+02	1	2.213707e+00	1.980000e+00	9.900000e-01	0.000000e+00
3.000000e+02	1	2.236068e+00	2.000000e+00	1.000000e+00	0.000000e+00
